Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS_Automobile,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking,NObeyesdad,Obesity_Level,Obese_Binary
1,33,1.8384,97.029,1,1,2.0,1.977221,1,0,3.0,0,1.0,0.0,1,1,0,0,0,0,Overweight_Level_II,3,0
0,20,1.6534,75.09,1,0,2.766036,2.443812,1,0,2.708,0,0.703,0.827,1,0,0,0,1,0,Overweight_Level_II,3,0
1,19,1.6998,78.0,1,0,1.096455,2.491315,1,0,2.45,0,0.0,0.726,1,0,0,0,1,0,Overweight_Level_II,3,0
1,46,1.7181,88.601,1,1,2.129969,3.0,1,0,1.568,0,0.87,0.0,0,1,0,0,0,0,Overweight_Level_II,3,0
1,18,1.7314,84.065,1,0,2.019674,2.843319,1,0,2.832,0,1.0,0.609,1,0,0,0,1,0,Overweight_Level_II,3,0
1,19,1.6997,79.678,1,0,2.735297,2.157164,1,0,1.087,0,0.11,0.004,0,0,0,0,1,0,Overweight_Level_II,3,0
0,38,1.6986,78.637,1,1,3.0,3.0,1,0,2.503,0,0.0,0.0,0,1,0,0,0,0,Overweight_Level_II,3,0
1,23,1.8238,96.945,1,1,1.588782,2.601675,1,0,2.469,0,1.737,1.887,1,0,0,0,1,0,Overweight_Level_II,3,0
1,33,1.7087,83.002,1,1,2.0,1.171027,1,0,2.405,0,2.3,0.0,0,1,0,0,0,0,Overweight_Level_II,3,0
0,37,1.6675,80.993,1,1,2.01054,2.77684,1,0,1.652,0,0.0,0.791,0,1,0,0,0,0,Overweight_Level_II,3,0
0,19,1.5881,73.939,1,0,3.0,3.362758,1,0,2.0,0,2.893,1.0,1,0,0,0,1,0,Overweight_Level_II,3,0
1,37,1.835,92.368,1,1,2.0,1.672706,1,0,2.767,0,1.0,0.027,1,1,0,0,0,0,Overweight_Level_II,3,0
1,25,1.7088,83.52,1,1,2.689577,2.714115,1,0,2.279,0,0.971,0.829,1,0,0,0,1,0,Overweight_Level_II,3,0
1,18,1.681,79.753,1,1,2.413156,2.521546,1,0,1.985,0,0.007,0.965,1,0,0,0,1,0,Overweight_Level_II,3,0
1,27,1.8353,97.588,1,1,2.923433,1.338033,1,0,1.944,0,1.932,1.0,1,0,0,0,1,0,Overweight_Level_II,3,0
1,18,1.7428,86.565,1,1,3.0,3.0,1,0,2.0,0,2.041,0.86,1,0,0,0,1,0,Overweight_Level_II,3,0
1,33,1.7412,84.773,1,1,2.0,3.0,1,0,2.036,0,1.211,0.0,0,1,0,0,0,0,Overweight_Level_II,3,0
1,18,1.7597,86.08,1,1,2.882522,3.0,1,0,2.453,0,1.0,0.747,1,0,0,0,1,0,Overweight_Level_II,3,0
1,30,1.8106,92.86,1,1,2.0,3.0,1,0,1.623,0,0.034,0.106,1,0,0,0,1,0,Overweight_Level_II,3,0
1,25,1.7631,88.532,1,1,1.973499,1.081805,1,0,2.0,0,0.0,0.464,1,0,0,0,1,0,Overweight_Level_II,3,0
0,18,1.5433,71.8,1,0,3.0,3.087119,1,0,2.0,0,1.404,1.0,0,0,0,0,1,0,Overweight_Level_II,3,0
0,35,1.6518,79.438,1,1,2.156065,2.909117,1,0,1.221,0,0.503,1.796,0,1,0,0,0,0,Overweight_Level_II,3,0
1,24,1.7325,84.558,1,1,2.992205,3.0,1,0,2.414,0,0.458,0.688,1,0,0,0,1,0,Overweight_Level_II,3,0
0,39,1.7063,85.721,1,1,2.944287,1.466393,1,0,2.443,0,0.675,0.779,0,1,0,0,0,0,Overweight_Level_II,3,0
1,21,1.7807,89.667,1,1,1.780746,1.471053,1,0,2.0,0,0.468,0.569,1,0,0,0,1,0,Overweight_Level_II,3,0
1,23,1.7587,89.674,1,1,2.164062,2.983201,1,0,2.169,0,0.753,0.0,1,0,0,0,1,0,Overweight_Level_II,3,0
1,21,1.7046,80.0,1,1,2.0,3.0,1,0,2.0,0,2.848,1.413,0,0,0,0,1,0,Overweight_Level_II,3,0
1,21,1.7165,80.006,1,1,2.0,2.783336,1,0,2.0,0,2.537,1.207,0,0,0,0,1,0,Overweight_Level_II,3,0
1,33,1.9038,99.812,1,1,2.0,1.863012,1,0,2.196,0,1.0,0.0,1,1,0,0,0,0,Overweight_Level_II,3,0
1,33,1.7425,83.391,1,1,2.247704,3.053598,1,0,1.92,0,0.408,0.0,0,1,0,0,0,0,Overweight_Level_II,3,0
1,30,1.7477,83.314,1,1,2.011656,3.165837,1,0,1.845,0,0.89,0.396,0,1,0,0,0,0,Overweight_Level_II,3,0
1,21,1.717,80.0,1,1,2.0,3.0,1,0,2.0,0,2.271,1.343,0,0,0,0,1,0,Overweight_Level_II,3,0
0,23,1.65,80.0,1,1,2.0,3.0,1,0,2.0,0,0.147,2.0,0,0,0,0,1,0,Overweight_Level_II,3,0
0,24,1.5779,65.293,1,0,2.03414,2.741413,1,0,1.996,0,1.277,1.019,0,0,0,0,1,0,Overweight_Level_II,3,0
1,37,1.7461,83.282,1,1,2.746408,1.058123,1,0,2.266,0,0.886,0.673,0,1,0,0,0,0,Overweight_Level_II,3,0
1,34,1.8412,91.798,1,1,2.0,2.997414,1,0,1.259,0,0.935,0.998,1,1,0,0,0,0,Overweight_Level_II,3,0
0,21,1.518,64.696,1,0,2.1239,1.672958,1,0,2.0,0,1.582,1.313,0,0,0,0,1,0,Overweight_Level_II,3,0
0,22,1.4833,62.894,1,0,2.0,1.680838,1,0,1.834,0,0.282,0.576,0,0,0,0,1,0,Overweight_Level_II,3,0
1,20,1.759,87.861,1,1,2.332074,3.0,1,0,2.999,0,2.406,0.442,1,0,0,0,1,0,Overweight_Level_II,3,0
0,19,1.5624,70.443,1,0,2.748243,3.070386,1,0,1.962,0,1.146,1.0,0,0,0,0,1,0,Overweight_Level_II,3,0
0,21,1.5471,67.473,1,0,2.303656,3.0,1,0,1.163,0,1.926,1.12,0,0,0,0,1,0,Overweight_Level_II,3,0
1,22,1.7924,89.999,1,1,1.904732,2.608416,1,0,1.204,0,0.0,1.895,1,0,0,0,1,0,Overweight_Level_II,3,0
1,22,1.7846,89.837,1,1,1.979944,1.599464,1,0,2.0,0,0.17,0.819,1,0,0,0,1,0,Overweight_Level_II,3,0
0,23,1.7002,80.474,1,1,2.0,2.815255,1,0,1.622,0,0.464,1.463,0,0,0,0,1,0,Overweight_Level_II,3,0
1,23,1.6721,80.94,1,1,2.0,2.395785,1,0,1.401,0,0.789,1.544,0,0,0,0,1,0,Overweight_Level_II,3,0
1,24,1.7,84.849,1,1,2.0,3.0,1,0,2.056,0,0.0,1.0,1,0,0,0,1,0,Overweight_Level_II,3,0
1,24,1.7213,83.987,1,1,2.407817,2.844138,1,0,1.984,0,0.869,0.089,1,0,0,0,1,0,Overweight_Level_II,3,0
0,27,1.7,78.008,1,1,2.734314,3.0,1,0,3.0,0,0.898,0.908,2,0,0,0,1,0,Overweight_Level_II,3,0
1,31,1.8031,91.052,1,1,2.0,3.0,1,0,1.2,0,0.048,0.163,1,0,0,0,1,0,Overweight_Level_II,3,0
0,24,1.7,80.42,1,1,2.0,3.0,1,0,2.387,0,0.926,1.344,1,0,0,0,1,0,Overweight_Level_II,3,0
0,26,1.7,78.041,1,1,2.784383,3.0,1,0,2.166,0,0.856,0.84,2,1,0,0,0,0,Overweight_Level_II,3,0
1,18,1.7136,83.286,1,1,2.009952,2.716106,1,0,1.661,0,1.0,0.605,1,0,0,0,1,0,Overweight_Level_II,3,0
1,19,1.6627,77.473,1,0,2.008656,1.402771,1,0,3.0,0,0.112,0.328,1,0,0,0,1,0,Overweight_Level_II,3,0
1,25,1.8374,95.952,1,1,1.122127,2.865657,1,0,2.0,0,1.288,1.944,1,0,0,0,1,0,Overweight_Level_II,3,0
1,23,1.8083,91.363,1,1,1.963965,1.836226,1,0,1.855,0,0.0,1.668,1,0,0,0,1,0,Overweight_Level_II,3,0
1,24,1.7145,85.137,1,1,2.319776,2.884848,1,0,2.155,0,0.326,0.954,1,0,0,0,1,0,Overweight_Level_II,3,0
1,23,1.7935,89.909,1,1,1.899116,2.375026,1,0,1.399,0,0.0,1.366,1,0,0,0,1,0,Overweight_Level_II,3,0
0,24,1.7005,81.109,1,1,2.042762,2.9774,1,0,1.522,0,0.501,1.029,1,0,0,0,1,0,Overweight_Level_II,3,0
1,34,1.695,84.451,1,1,2.129668,2.693646,1,0,2.607,0,1.171,0.291,0,1,0,0,0,0,Overweight_Level_II,3,0
0,25,1.6889,78.434,1,1,2.182401,2.832018,1,0,2.457,0,0.039,0.524,2,0,0,0,1,0,Overweight_Level_II,3,0
1,55,1.6734,80.4,1,1,2.0,3.0,1,0,2.0,0,1.0,0.0,0,1,0,0,0,0,Overweight_Level_II,3,0
1,35,1.7695,85.0,1,1,2.802696,3.0,1,0,2.978,0,1.975,0.937,0,1,0,0,0,0,Overweight_Level_II,3,0
1,22,1.65,80.0,1,1,2.0,3.0,1,0,2.0,0,0.527,2.0,0,0,0,0,1,0,Overweight_Level_II,3,0
1,18,1.6627,79.864,1,0,2.492758,2.270163,1,0,1.993,0,1.452,0.865,0,0,0,0,1,0,Overweight_Level_II,3,0
0,42,1.6786,79.849,1,1,2.733129,3.0,1,0,1.303,0,0.0,1.103,0,1,0,0,0,0,Overweight_Level_II,3,0
1,21,1.6944,80.311,1,1,2.0,2.646717,1,0,2.0,0,2.628,1.359,0,0,0,0,1,0,Overweight_Level_II,3,0
0,28,1.5054,63.892,1,0,2.0,1.0,1,0,1.279,0,0.021,0.0,0,0,0,0,1,0,Overweight_Level_II,3,0
0,25,1.5054,63.715,1,0,2.0,1.193729,1,0,1.846,0,0.546,0.236,0,0,0,0,1,0,Overweight_Level_II,3,0
0,22,1.4914,62.27,1,0,2.0,1.477581,1,0,1.995,0,0.325,0.517,0,0,0,0,1,0,Overweight_Level_II,3,0
0,21,1.5094,64.853,1,0,2.294067,3.209508,1,0,2.0,0,1.103,1.261,0,0,0,0,1,0,Overweight_Level_II,3,0
1,23,1.685,81.022,1,1,2.0,2.756622,1,0,1.606,0,0.433,1.75,0,0,0,0,1,0,Overweight_Level_II,3,0
1,23,1.7231,82.338,1,1,2.315932,2.658478,1,0,1.568,0,0.95,0.545,1,0,0,0,1,0,Overweight_Level_II,3,0
0,38,1.697,78.156,1,1,3.0,3.0,1,0,2.166,0,0.0,0.0,0,1,0,0,0,0,Overweight_Level_II,3,0
0,38,1.6761,79.08,1,1,2.802128,3.0,1,0,1.745,0,0.0,0.721,0,1,0,0,0,0,Overweight_Level_II,3,0
0,34,1.681,77.392,1,1,2.79606,1.971472,1,0,1.922,0,0.935,0.705,0,1,0,0,0,0,Overweight_Level_II,3,0
0,34,1.6541,79.697,1,1,2.086898,1.818026,1,0,2.089,0,0.305,1.041,0,1,0,0,0,0,Overweight_Level_II,3,0
1,32,1.8407,98.259,1,1,2.333503,1.820779,1,0,2.559,0,1.327,0.481,1,1,0,0,0,0,Overweight_Level_II,3,0
1,33,1.836,97.416,1,1,2.0,1.724887,1,0,3.0,0,1.0,0.0,1,1,0,0,0,0,Overweight_Level_II,3,0
0,19,1.5568,71.788,1,0,3.0,3.129155,1,0,2.0,0,1.634,1.0,0,0,0,0,1,0,Overweight_Level_II,3,0
0,20,1.5891,72.714,1,0,3.0,3.856434,1,0,2.0,0,1.324,1.0,1,0,0,0,1,0,Overweight_Level_II,3,0
1,20,1.7006,78.048,1,0,1.653081,2.753418,1,0,2.192,0,1.475,0.519,1,0,0,0,1,0,Overweight_Level_II,3,0
1,48,1.7439,84.729,1,1,2.535315,3.0,1,0,1.147,0,0.314,0.0,0,1,0,0,0,0,Overweight_Level_II,3,0
1,18,1.7427,85.0,1,0,2.0,3.0,1,0,2.976,0,1.0,0.122,1,0,0,0,1,0,Overweight_Level_II,3,0
1,18,1.7544,85.003,1,1,2.765769,3.0,1,0,2.845,0,1.0,0.427,1,0,0,0,1,0,Overweight_Level_II,3,0
1,20,1.7193,80.791,1,1,2.215464,2.116195,1,0,1.81,0,1.911,0.972,0,0,0,0,1,0,Overweight_Level_II,3,0
0,34,1.6823,77.432,1,1,3.0,2.049908,1,0,2.0,0,1.637,0.107,0,1,0,0,0,0,Overweight_Level_II,3,0
1,17,1.7999,95.42,1,1,2.0,3.0,1,0,3.0,0,1.047,0.934,1,0,0,0,1,0,Overweight_Level_II,3,0
1,33,1.7094,83.014,1,1,2.0,1.044628,1,0,2.011,0,2.806,0.0,0,1,0,0,0,0,Overweight_Level_II,3,0
1,35,1.7525,84.784,1,1,2.63165,2.98212,1,0,2.779,0,2.668,0.905,0,1,0,0,0,0,Overweight_Level_II,3,0
1,36,1.6859,83.326,1,1,2.0,1.009426,1,0,2.136,0,1.06,0.0,0,1,0,0,0,0,Overweight_Level_II,3,0
0,19,1.6,73.514,1,0,2.942154,2.667711,1,0,2.185,0,1.524,0.805,1,0,0,0,1,0,Overweight_Level_II,3,0
0,19,1.5501,72.952,1,0,3.0,3.000974,1,0,2.0,0,2.274,1.0,1,0,0,0,1,0,Overweight_Level_II,3,0
1,32,1.8281,91.496,1,1,2.0,2.698883,1,0,2.035,0,0.598,0.017,1,1,0,0,0,0,Overweight_Level_II,3,0
1,23,1.7134,82.086,1,1,2.716909,2.598079,1,0,2.905,0,1.6,0.177,1,0,0,0,1,0,Overweight_Level_II,3,0
1,20,1.6808,79.621,1,0,1.83746,3.0,1,0,2.0,0,1.195,1.213,0,0,0,0,1,0,Overweight_Level_II,3,0
1,20,1.7056,78.026,1,0,1.936479,2.837388,1,0,2.16,0,1.476,0.647,1,0,0,0,1,0,Overweight_Level_II,3,0
1,30,1.8419,93.614,1,1,2.045027,2.946063,1,0,1.308,0,1.442,0.934,1,0,0,0,1,0,Overweight_Level_II,3,0
1,27,1.835,99.083,1,1,2.760607,1.0,1,0,1.336,0,1.899,0.487,1,0,0,0,1,0,Overweight_Level_II,3,0
1,21,1.7248,82.276,1,1,2.09449,1.873484,1,0,2.0,0,2.08,0.88,1,0,0,0,1,0,Overweight_Level_II,3,0
1,33,1.6851,83.987,1,1,2.0,2.473911,1,0,2.453,0,0.933,0.0,0,1,0,0,0,0,Overweight_Level_II,3,0
1,18,1.7501,86.372,1,1,2.907062,3.0,1,0,2.741,0,1.22,0.038,1,0,0,0,1,0,Overweight_Level_II,3,0
1,32,1.758,87.906,1,1,2.0,1.79558,1,0,1.855,0,1.084,0.219,1,0,0,0,1,0,Overweight_Level_II,3,0
1,32,1.849,98.912,1,1,2.399531,2.623079,1,0,2.535,0,1.031,0.606,1,1,0,0,0,0,Overweight_Level_II,3,0
1,24,1.7892,89.394,1,1,1.521604,2.174968,1,0,2.0,0,0.0,0.632,1,0,0,0,1,0,Overweight_Level_II,3,0
1,24,1.7167,85.261,1,1,2.0,2.676148,1,0,2.084,0,0.632,0.994,1,0,0,0,1,0,Overweight_Level_II,3,0
0,19,1.5501,69.936,1,0,2.501683,3.394788,1,0,1.337,0,0.933,1.0,0,0,0,0,1,0,Overweight_Level_II,3,0
0,35,1.6632,80.135,1,1,2.0,3.0,1,0,1.993,0,0.039,1.529,0,1,0,0,0,0,Overweight_Level_II,3,0
0,34,1.6793,77.355,1,1,2.76802,2.137068,1,0,1.874,0,0.967,0.692,0,1,0,0,0,0,Overweight_Level_II,3,0
1,24,1.7292,82.527,1,1,2.742796,2.937607,1,0,1.995,0,1.0,0.024,1,0,0,0,1,0,Overweight_Level_II,3,0
1,40,1.7192,86.465,1,1,2.325623,1.313403,1,0,1.946,0,0.604,0.0,0,1,0,0,0,0,Overweight_Level_II,3,0
0,46,1.6873,80.414,1,1,2.076689,3.0,1,0,1.027,0,0.648,0.0,0,1,0,0,0,0,Overweight_Level_II,3,0
1,26,1.7724,105.0,1,1,3.0,3.0,1,0,2.045,0,1.726,1.62,1,0,0,0,1,0,Obesity_Type_I,4,1
1,26,1.8371,105.712,1,1,3.0,3.0,1,0,2.509,0,2.0,1.565,1,0,0,0,1,0,Obesity_Type_I,4,1
1,31,1.7844,102.873,1,1,2.271306,3.0,1,0,1.771,0,2.0,0.414,1,1,0,0,0,0,Obesity_Type_I,4,1
1,40,1.7925,101.78,1,1,2.33361,2.113575,1,0,2.504,0,2.999,1.0,1,1,0,0,0,0,Obesity_Type_I,4,1
0,31,1.5566,78.233,1,1,2.13683,2.092179,1,0,1.505,0,0.0,0.0,1,0,0,0,1,0,Obesity_Type_I,4,1
0,26,1.5855,80.351,1,1,2.0,1.0,1,0,2.0,0,0.0,0.0,1,0,0,0,1,0,Obesity_Type_I,4,1
0,44,1.5692,81.827,1,1,2.909853,1.0,1,0,2.0,0,1.309,0.0,0,1,0,0,0,0,Obesity_Type_I,4,1
0,42,1.5839,81.936,1,1,2.490507,2.974204,1,0,1.847,0,0.0,0.0,0,1,0,0,0,0,Obesity_Type_I,4,1
0,23,1.6212,82.0,1,1,1.063449,1.0,1,0,2.0,0,0.0,1.482,1,0,0,0,1,0,Obesity_Type_I,4,1
0,23,1.6084,82.604,1,1,2.699282,1.0,1,0,2.599,0,0.292,2.0,1,0,0,0,1,0,Obesity_Type_I,4,1
1,24,1.7334,97.912,1,1,2.0,3.0,1,0,2.844,0,1.309,1.339,0,0,0,0,1,0,Obesity_Type_I,4,1
1,21,1.65,88.472,1,1,2.4277,1.001633,1,0,3.0,0,1.173,1.0,0,0,0,0,1,0,Obesity_Type_I,4,1
0,23,1.6501,87.273,1,1,2.87599,1.2919,1,0,2.778,0,0.433,1.0,0,0,0,0,1,0,Obesity_Type_I,4,1
0,23,1.6442,84.34,1,1,2.177243,3.0,1,0,2.716,0,2.23,0.071,0,0,0,0,1,0,Obesity_Type_I,4,1
0,37,1.5595,77.268,1,1,2.0,3.0,1,0,1.631,0,0.0,0.0,1,1,0,0,0,0,Obesity_Type_I,4,1
1,23,1.7342,95.0,1,1,2.0,3.0,1,0,2.287,0,2.669,1.238,0,0,0,0,1,0,Obesity_Type_I,4,1
1,23,1.7758,97.813,1,1,2.0,3.0,1,0,3.0,0,3.0,2.0,0,0,0,0,1,0,Obesity_Type_I,4,1
0,22,1.6404,87.344,1,1,3.0,1.0,1,0,3.0,0,1.281,1.778,0,0,0,0,1,0,Obesity_Type_I,4,1
0,18,1.65,82.137,1,1,3.0,3.0,1,0,1.0,0,1.03,1.35,1,0,0,0,1,0,Obesity_Type_I,4,1
1,26,1.7533,107.999,1,1,3.0,3.0,1,0,1.777,0,1.758,0.0,1,1,0,0,0,0,Obesity_Type_I,4,1
0,41,1.553,77.745,1,1,2.0,3.0,1,0,1.406,0,0.0,0.0,1,1,0,0,0,0,Obesity_Type_I,4,1
1,23,1.7065,90.5,1,1,2.0,3.0,1,0,1.53,0,0.968,1.0,0,0,0,0,1,0,Obesity_Type_I,4,1
0,38,1.5606,80.0,1,1,2.846452,1.139317,1,0,1.46,0,1.718,0.0,1,1,0,0,0,0,Obesity_Type_I,4,1
1,31,1.6734,90.0,1,1,2.19011,2.029858,1,0,2.349,0,1.947,0.0,1,1,0,0,0,0,Obesity_Type_I,4,1
1,23,1.6603,94.189,1,1,2.0,3.0,1,0,2.0,0,0.0,0.106,0,0,0,0,1,0,Obesity_Type_I,4,1
1,40,1.7863,98.447,1,1,2.0,3.0,1,0,2.68,0,1.55,0.522,1,1,0,0,0,0,Obesity_Type_I,4,1
1,23,1.7577,95.362,1,1,2.0,3.0,1,0,3.0,0,3.0,2.0,0,0,0,0,1,0,Obesity_Type_I,4,1
1,22,1.7122,98.7,1,1,2.0,2.977543,1,0,2.206,0,2.699,2.0,0,0,0,0,1,0,Obesity_Type_I,4,1
1,35,1.78,100.848,1,1,2.069267,1.476204,1,0,3.0,0,2.053,0.093,2,1,0,0,0,0,Obesity_Type_I,4,1
0,22,1.6,82.04,1,1,1.362441,2.57038,1,0,2.166,0,2.233,1.281,0,0,0,0,1,0,Obesity_Type_I,4,1
0,23,1.6108,82.533,1,1,2.09663,2.879541,1,0,2.433,0,1.887,0.0,0,0,0,0,1,0,Obesity_Type_I,4,1
0,23,1.6652,83.151,1,1,2.928234,1.458507,1,0,2.777,0,0.355,1.707,0,0,0,0,1,0,Obesity_Type_I,4,1
0,41,1.5421,80.0,1,1,2.0,1.105617,1,0,1.373,0,1.629,0.0,1,1,0,0,0,0,Obesity_Type_I,4,1
0,39,1.5079,79.59,1,1,2.0,3.0,1,0,1.0,0,0.0,0.0,1,1,0,0,0,0,Obesity_Type_I,4,1
1,26,1.661,90.0,1,1,2.0,3.0,1,0,3.0,0,0.669,0.505,1,1,0,0,0,0,Obesity_Type_I,4,1
0,24,1.5531,78.0,1,1,2.0,1.0,1,0,2.0,0,0.828,0.0,0,0,0,0,1,0,Obesity_Type_I,4,1
1,21,1.782,102.911,1,1,2.0,3.0,1,0,1.69,0,1.464,0.0,0,0,0,0,1,0,Obesity_Type_I,4,1
1,22,1.75,96.94,1,1,2.0,3.0,1,0,2.771,0,2.359,1.206,0,0,0,0,1,0,Obesity_Type_I,4,1
0,23,1.6159,80.615,1,1,2.0,1.0,1,0,2.0,0,0.026,0.0,0,0,0,0,1,0,Obesity_Type_I,4,1
1,21,1.7934,105.655,1,1,2.0,3.0,1,0,1.155,0,0.004,0.527,1,0,0,0,1,0,Obesity_Type_I,4,1
1,18,1.8548,114.775,1,1,2.0,1.854536,1,0,2.16,0,1.0,2.0,1,0,0,0,1,0,Obesity_Type_I,4,1
0,18,1.6856,90.033,1,1,2.496455,3.0,1,0,1.85,0,1.066,0.732,1,0,0,0,1,0,Obesity_Type_I,4,1
0,18,1.7063,93.349,1,1,1.70825,3.0,1,0,1.0,0,0.9,1.0,1,0,0,0,1,0,Obesity_Type_I,4,1
1,23,1.7914,105.138,1,1,2.262171,3.0,1,0,2.034,0,0.317,0.509,1,0,0,0,1,0,Obesity_Type_I,4,1
1,23,1.7537,106.491,1,1,2.740633,3.0,1,0,2.081,0,0.65,0.769,1,0,0,0,1,0,Obesity_Type_I,4,1
1,21,1.7805,103.19,1,1,2.0,3.0,1,0,1.608,0,0.478,0.0,0,0,0,0,1,0,Obesity_Type_I,4,1
1,22,1.8199,106.038,1,1,2.0,3.0,1,0,2.715,0,0.0,0.622,0,0,0,0,1,0,Obesity_Type_I,4,1
1,18,1.7912,108.961,1,1,2.0,1.08687,1,0,2.279,0,1.0,1.61,0,0,0,0,1,0,Obesity_Type_I,4,1
1,18,1.8209,108.742,1,1,2.0,1.25535,1,0,2.497,0,1.0,1.442,0,0,0,0,1,0,Obesity_Type_I,4,1
0,19,1.6278,82.0,1,1,1.081585,2.870661,1,0,1.118,0,0.0,1.617,1,0,0,0,1,0,Obesity_Type_I,4,1
0,23,1.6321,82.0,1,1,2.587789,1.482103,1,0,1.912,0,0.0,0.129,1,0,0,0,1,0,Obesity_Type_I,4,1
1,22,1.7736,105.001,1,1,2.252653,3.0,1,0,2.962,0,1.0,0.0,1,0,0,0,1,0,Obesity_Type_I,4,1
1,21,1.9304,118.561,1,1,2.0,3.0,1,0,3.0,0,0.732,1.0,1,0,0,0,1,0,Obesity_Type_I,4,1
1,22,1.9474,116.893,1,1,2.0,3.0,1,0,3.0,0,0.975,1.0,1,0,0,0,1,0,Obesity_Type_I,4,1
0,38,1.6109,80.0,1,1,2.036613,1.81698,1,0,1.931,0,1.851,0.0,1,1,0,0,0,0,Obesity_Type_I,4,1
0,38,1.5132,75.411,1,1,2.0,2.582591,1,0,1.535,0,1.885,0.0,1,1,0,0,0,0,Obesity_Type_I,4,1
1,18,1.7385,97.185,1,1,2.0,3.0,1,0,2.0,0,0.0,0.233,0,0,0,0,1,0,Obesity_Type_I,4,1
0,38,1.5679,76.13,1,1,2.0,3.0,1,0,2.103,0,0.0,0.0,1,1,0,0,0,0,Obesity_Type_I,4,1
0,44,1.5875,76.126,1,1,2.0,3.0,1,0,2.092,0,0.0,0.0,1,1,0,0,0,0,Obesity_Type_I,4,1
1,18,1.8204,108.395,1,1,2.0,2.164839,1,0,2.094,0,1.0,0.677,1,0,0,0,1,0,Obesity_Type_I,4,1
1,18,1.7922,108.244,1,1,2.0,2.141839,1,0,2.94,0,1.0,0.103,1,0,0,0,1,0,Obesity_Type_I,4,1
1,30,1.827,108.752,1,1,2.0,2.877583,1,0,2.358,0,0.877,1.817,1,1,0,0,0,0,Obesity_Type_I,4,1
0,18,1.6701,86.243,1,1,2.609123,3.0,1,0,1.955,0,1.186,0.0,0,0,0,0,1,0,Obesity_Type_I,4,1
1,25,1.6394,91.267,1,1,1.036159,3.0,1,0,1.0,0,0.344,0.329,1,1,0,0,0,0,Obesity_Type_I,4,1
1,29,1.6829,89.992,1,1,1.851262,3.0,1,0,2.113,0,0.388,0.0,1,1,0,0,0,0,Obesity_Type_I,4,1
0,18,1.6093,84.493,1,1,2.0,3.0,1,0,1.052,0,1.0,0.0,0,0,0,0,1,0,Obesity_Type_I,4,1
1,21,1.6904,96.367,1,1,2.0,2.95833,1,0,2.0,0,0.0,1.595,0,0,0,0,1,0,Obesity_Type_I,4,1
1,19,1.7002,99.205,1,1,2.0,2.119826,1,0,2.0,0,0.0,1.883,0,0,0,0,1,0,Obesity_Type_I,4,1
0,18,1.6007,82.25,1,1,2.501236,3.0,1,0,1.22,0,0.245,0.537,0,0,0,0,1,0,Obesity_Type_I,4,1
1,18,1.8018,104.742,1,1,2.0,3.0,1,0,3.0,0,1.784,0.0,0,0,0,0,1,0,Obesity_Type_I,4,1
1,26,1.8448,105.026,1,1,3.0,3.0,1,0,2.925,0,2.0,1.759,1,0,0,0,1,0,Obesity_Type_I,4,1
1,26,1.8116,106.042,1,1,3.0,3.0,1,0,2.858,0,1.813,0.68,1,0,0,0,1,0,Obesity_Type_I,4,1
1,37,1.7875,100.625,1,1,2.031185,2.992606,1,0,2.852,0,2.001,0.36,2,1,0,0,0,0,Obesity_Type_I,4,1
1,38,1.7891,100.066,1,1,2.014194,2.050121,1,0,2.185,0,2.001,0.854,2,1,0,0,0,0,Obesity_Type_I,4,1
0,30,1.5334,78.03,1,1,2.028225,1.923607,1,0,1.799,0,0.0,0.0,0,0,0,0,1,0,Obesity_Type_I,4,1
0,29,1.5809,79.713,1,1,2.0,1.0,1,0,2.0,0,0.005,0.0,0,0,0,0,1,0,Obesity_Type_I,4,1
0,42,1.6464,86.64,1,1,2.81646,2.27374,1,0,1.722,0,0.0,0.0,0,1,0,0,0,0,Obesity_Type_I,4,1
0,47,1.6438,81.979,1,1,2.037585,1.418985,1,0,1.827,0,0.0,0.0,0,1,0,0,0,0,Obesity_Type_I,4,1
0,23,1.6343,82.414,1,1,1.853314,1.320768,1,0,2.136,0,0.248,1.728,1,0,0,0,1,0,Obesity_Type_I,4,1
0,23,1.6049,82.0,1,1,1.00876,1.0,1,0,2.0,0,0.0,0.586,1,0,0,0,1,0,Obesity_Type_I,4,1
1,23,1.655,94.791,1,1,2.0,3.0,1,0,1.491,0,0.654,1.0,0,0,0,0,1,0,Obesity_Type_I,4,1
1,23,1.702,95.0,1,1,2.0,3.0,1,0,2.021,0,1.815,1.067,0,0,0,0,1,0,Obesity_Type_I,4,1
1,23,1.65,89.139,1,1,2.103335,2.964024,1,0,3.0,0,0.633,1.0,0,0,0,0,1,0,Obesity_Type_I,4,1
1,24,1.658,90.0,1,1,2.0,3.0,1,0,3.0,0,0.604,0.969,0,0,0,0,1,0,Obesity_Type_I,4,1
0,23,1.6347,82.628,1,1,2.060922,2.933409,1,0,2.235,0,0.381,0.003,0,0,0,0,1,0,Obesity_Type_I,4,1
0,23,1.6282,84.498,1,1,2.058687,2.962004,1,0,2.011,0,0.851,0.631,0,0,0,0,1,0,Obesity_Type_I,4,1
0,38,1.5578,79.662,1,1,2.0,3.0,1,0,1.275,0,0.0,0.0,1,1,0,0,0,0,Obesity_Type_I,4,1
